fipscode,growth rate
6035,0.0566
31119,0.0528
51155,0.0342
28085,0.0249
12027,0.0585
39117,0.0419
17021,0.0293
28107,0.0321
55019,0.0318
20079,0.037
40087,0.0341
39137,0.0424
23015,0.0304
45089,0.0159
18001,0.0392
20061,0.0147
1079,0.0653
40081,0.0337
17049,0.0409
1017,0.018
30093,0.0415
18151,0.0359
22039,0.0369
37113,0.0272
37055,0.0199
48147,0.0473
48477,0.0506
19167,0.0405
20111,0.0264
54077,0.0303
18051,0.0457
51137,0.0178
18073,0.0407
17157,0.0233
48259,0.0461
22047,0.0207
29107,0.0362
47103,0.0396
19125,0.0306
18183,0.0402
39079,0.0447
18023,0.0314
27097,0.0417
18055,0.038
51001,0.0077
51109,0.0236
40089,0.0467
51023,0.026
45023,0.0434
26063,0.0363
54051,0.0317
37175,0.032
24011,0.016
45067,0.0463
33007,0.033
17133,0.024
35055,0.0662
5059,0.0231
18169,0.0357
23029,0.0282
13261,0.0313
13219,0.0454
20121,0.0327
36095,0.0289
26165,0.0497
51117,0.0098
27103,0.046
26047,0.0512
24019,0.012
17109,0.0277
49047,0.0475
29219,0.0349
27005,0.0548
18077,0.0531
51730,0.011
51009,0.0265
48449,0.0396
47079,0.0419
28083,0.0267
28001,0.0186
31141,0.0603
51173,0.0287
29209,0.0356
45033,0.0165
48273,0.0395
39065,0.0381
13145,0.0423
46011,0.0359
29069,0.0259
42047,0.041
21121,0.0729
48025,0.0573
40115,0.0347
47143,0.0432
47131,0.0286
1059,0.0351
18027,0.0432
27119,0.0482
22053,0.0337
21177,0.0192
21157,0.0375
31001,0.0455
41045,0.0556
2110,0.0267
27047,0.0392
50005,0.0277
29167,0.0353
8029,0.0477
39053,0.041
26035,0.0557
1093,0.0244
12129,0.0581
23007,0.033
54029,0.0189
47117,0.0686
48067,0.0354
17107,0.0329
13029,0.0363
17135,0.0243
13305,0.0459
24023,0.0224
51035,0.0275
13187,0.0447
53031,0.0487
55123,0.0428
27115,0.0325
17075,0.019
28099,0.0252
40015,0.0581
26007,0.0369
35017,0.0411
47055,0.0402
28029,0.0171
13227,0.0451
35047,0.0165
39073,0.0387
51197,0.0343
54035,0.034
20113,0.0316
56033,0.0324
39047,0.0328
45087,0.0479
50017,0.018
45069,0.0429
51167,0.0243
28137,0.0278
39019,0.0466
18137,0.0375
55121,0.0387
29127,0.0356
13143,0.0447
30047,0.0356
39161,0.0415
55069,0.0261
21193,0.0076
39131,0.0469
26105,0.0594
21013,0.0328
13169,0.0349
6015,0.0575
21163,0.0306
27021,0.037
39001,0.0447
51033,0.0209
18079,0.0352
47017,0.0329
12007,0.0603
21021,0.027
48015,0.0501
13177,0.039
13123,0.0411
42131,0.03
28123,0.0418
18175,0.0414
5123,0.0113
47115,0.0394
39069,0.043
54057,0.0216
56029,0.0417
8087,0.0724
6021,0.055
13195,0.0422
48363,0.0447
28163,0.0137
51145,0.0264
51053,0.0247
8117,0.071
22067,0.0183
13087,0.0364
49039,0.071
47097,0.0221
37123,0.0403
55029,0.0232
47077,0.0373
12049,0.0589
21043,0.0279
27079,0.0362
13225,0.0396
18179,0.0386
40049,0.0383
28127,0.0171
40039,0.0306
5015,0.0287
37039,0.0109
54053,0.0309
37009,0.036
47069,0.0234
50019,0.0315
13279,0.0507
35006,0.0221
13293,0.036
13311,0.0401
12003,0.0719
28091,0.0146
36049,0.046
16039,0.0599
45037,0.0359
37007,0.0227
18021,0.0413
21141,0.0334
55057,0.0315
22031,0.035
48185,0.0534
26127,0.0584
21173,0.035
24039,0.0087
40065,0.0275
13207,0.0399
48463,0.0554
48407,0.0484
19015,0.0253
54067,0.0276
51840,0.0197
13257,0.0398
18135,0.0464
26043,0.0422
26031,0.0456
16051,0.0774
5103,0.0291
27095,0.0328
19011,0.027
47109,0.0307
47071,0.0373
13055,0.0341
29215,0.0441
20059,0.0311
1019,0.0329
5023,0.0277
26029,0.0411
18129,0.0389
27015,0.0428
26069,0.0359
27083,0.0384
47185,0.0514
22003,0.0239
41061,0.0605
21085,0.039
18031,0.0423
26051,0.0644
51065,0.0192
29001,0.0356
51105,0.0222
5071,0.039
8083,0.0518
29007,0.0304
13267,0.0454
40133,0.0369
48419,0.0352
45001,0.0477
29175,0.0354
36123,0.042
41057,0.0484
31025,0.038
13147,0.0436
41065,0.0584
29221,0.0403
35029,0.0051
19149,0.0422
21239,0.0256
17165,0.0367
12133,0.0608
27153,0.0427
32001,0.0908
48171,0.0518
51775,0.0263
45053,0.0237
48331,0.0466
29131,0.0342
21137,0.0259
26101,0.0524
29055,0.0267
47081,0.0392
37091,0.0297
21081,0.02
18181,0.0394
42067,0.0328
54005,0.0074
5111,0.0325
48149,0.0588
5027,0.0359
21217,0.027
37117,0.0064
55137,0.02
1133,0.0163
50015,0.0256
26143,0.0657
31047,0.0415
51630,0.0248
18041,0.0339
19017,0.0346
22085,0.0171
38089,0.0543
18143,0.0337
26137,0.054
20191,0.0185
51027,0.0135
46081,0.0339
54009,0.0263
51139,0.0196
26109,0.0365
54027,0.0146
45039,0.0201
28079,0.0185
48365,0.0413
54109,0.0244
22121,0.0241
39105,0.046
51790,0.025
48225,0.0509
37033,0.0301
55049,0.031
13111,0.0505
13035,0.0389
51099,0.0216
26009,0.0483
37053,0.0246
49051,0.0686
26133,0.0398
8107,0.0597
13205,0.03
29177,0.0312
13081,0.038
22007,0.0382
48293,0.0441
29147,0.0393
29195,0.0434
51147,0.0402
18149,0.0295
21115,0.0155
8119,0.0632
21205,0.0275
13033,0.0483
27093,0.0354
51169,0.0351
48007,0.0455
18047,0.0362
8039,0.0683
29119,0.0189
22075,0.0121
5019,0.0225
17083,0.0221
16031,0.0778
48219,0.0443
1007,0.0126
1111,0.0181
22077,0.0335
22111,0.0298
8075,0.0621
40001,0.031
17085,0.0201
47057,0.0466
16075,0.0725
45011,0.0279
39175,0.0384
13107,0.0405
51670,0.0205
28039,0.024
12123,0.0647
51600,0.0291
48179,0.0428
46135,0.0389
38105,0.0626
19123,0.019
16053,0.0739
41015,0.0389
17173,0.0303
17145,0.0202
41027,0.0663
13085,0.0437
31067,0.0343
22043,0.0388
51163,0.023
47111,0.0474
47151,0.0458
5149,0.0403
48233,0.034
17051,0.0291
48489,0.0441
40009,0.0352
22093,0.0242
37131,0.0221
13119,0.0421
47133,0.0486
13199,0.0399
47129,0.0401
48341,0.0658
13189,0.044
5003,0.0203
13091,0.0435
48457,0.0515
5107,0.0019
21051,0.0461
28101,0.0285
41031,0.0649
51075,0.0233
26089,0.0571
19183,0.0315
26129,0.044
13321,0.0399
27157,0.0445
53003,0.0615
20149,0.0347
20021,0.0175
18119,0.0382
18153,0.0321
55125,0.0198
21005,0.0231
6011,0.0401
49007,0.0549
48057,0.0471
27105,0.0451
16013,0.0457
37079,0.0289
13291,0.0416
21167,0.025
56039,0.0513
37015,0.0133
5029,0.0263
18075,0.0578
13237,0.0372
13303,0.0421
29217,0.0323
56041,0.027
45049,0.0206
19191,0.0423
1091,0.0558
31043,0.0474
51820,0.0215
41013,0.0571
37185,0.0204
19019,0.0334
18147,0.0411
1013,0.0077
53049,0.0544
19065,0.0303
55001,0.0313
48089,0.0537
27045,0.045
27091,0.0453
18049,0.0351
22029,0.0297
19027,0.0363
21231,0.0279
49041,0.0615
31155,0.0475
22041,0.0108
37115,0.0326
29049,0.0368
22083,0.0065
55119,0.036
5113,0.0369
19105,0.0278
55061,0.0337
37149,0.0475
35027,0.0242
4012,0.0725
48019,0.0486
55053,0.0412
27057,0.0465
53039,0.0716
22037,0.0391
19021,0.0343
40091,0.0285
31177,0.0369
48253,0.0509
24029,0.0176
13105,0.0364
18015,0.0357
19087,0.0293
48123,0.0621
27039,0.047
40153,0.0358
16067,0.0804
21027,0.0397
6063,0.0457
21017,0.0316
17041,0.0155
55067,0.0361
21003,0.0377
12059,0.0654
45081,0.0377
19097,0.0363
35041,0.0435
18117,0.0404
21155,0.0357
48161,0.0412
48177,0.0523
20041,0.0129
1107,0.0366
48337,0.0398
30053,0.0443
48281,0.0523
39125,0.0362
28141,0.0255
28031,0.0178
46035,0.0397
48117,0.0768
18123,0.0374
48299,0.049
13019,0.0499
48285,0.0607
12079,0.0674
45061,0.0416
47159,0.0507
27161,0.0459
20087,0.0321
47173,0.0467
29015,0.0491
55047,0.0296
27055,0.0498
5001,0.0311
29157,0.0408
29143,0.0256
19157,0.0289
21097,0.0329
8089,0.054
47075,0.0193
13229,0.0485
53001,0.0738
47041,0.0419
49013,0.0542
48133,0.0584
17045,0.0236
51175,0.0209
48503,0.05
47085,0.0456
5043,0.0336
19031,0.0273
51141,0.0371
51127,0.0257
51079,0.0235
13011,0.0418
36097,0.046
13171,0.0429
47171,0.0416
21147,0.0139
29155,0.0032
42093,0.0402
6043,0.0504
47091,0.042
13001,0.0482
48035,0.0439
21099,0.0373
19043,0.039
55103,0.0382
5067,0.0298
5121,0.0599
47049,0.046
35028,0.0162
5037,0.0271
13231,0.0502
13211,0.0448
35053,0.0101
48145,0.0283
51520,0.0277
37199,0.0325
8015,0.0703
28131,0.003
17005,0.0289
19171,0.0178
19055,0.0541
17187,0.0295
13017,0.0375
29053,0.0447
21207,0.0224
54065,0.0097
23021,0.0225
48165,0.0571
26019,0.0635
21161,0.0279
42105,0.0291
51193,0.0166
51025,0.0385
5075,0.0345
51570,0.0209
18139,0.0353
18121,0.0449
1067,0.0174
5141,0.0263
29003,0.0318
51071,0.0363
5135,0.0266
1057,0.018
18045,0.0366
48163,0.0491
13075,0.0419
22027,0.0207
48051,0.0571
26079,0.042
8097,0.0554
51029,0.0131
47023,0.0332
19047,0.0256
21215,0.0299
21203,0.0135
29013,0.0326
46065,0.0418
47181,0.0546
12041,0.0621
13163,0.0446
20005,0.0278
48415,0.0623
21079,0.0347
54091,0.042
19101,0.0316
55065,0.0358
17101,0.0634
47139,0.048
48289,0.0546
29059,0.0341
17191,0.0637
31159,0.0423
17147,0.0229
19059,0.0323
19041,0.0339
55023,0.033
13083,0.048
48395,0.0492
48287,0.0573
54001,0.0546
40117,0.0495
17039,0.0188
55113,0.03
25007,0.0429
13271,0.0379
28129,0.0294
47005,0.043
17131,0.0233
26053,0.046
12029,0.0727
51750,0.0295
35057,0.0208
19095,0.0336
17023,0.0325
38077,0.0583
19067,0.0237
20139,0.0342
13241,0.0402
22049,0.0366
16049,0.0698
13027,0.0439
27065,0.0279
18165,0.0421
8093,0.0615
27001,0.0407
55003,0.0295
41001,0.0643
30041,0.047
5021,0.0467
27127,0.0479
13133,0.0397
21045,0.047
18159,0.0353
51101,0.0248
19145,0.0052
55129,0.0255
51051,-0.0039
26011,0.042
56007,0.022
39067,0.0502
12045,0.0515
51135,0.0187
40095,0.0261
53055,0.0508
1065,0.0302
31131,0.0336
27129,0.0361
5087,0.0309
19121,0.0347
30067,0.0612
27135,0.0725
22125,0.0213
29135,0.0364
37121,0.0324
29121,0.0324
19109,0.0358
12125,0.0606
51077,0.024
8071,0.0404
16047,0.072
55013,0.0205
8003,0.0546
21103,0.0166
55077,0.0333
17015,0.0221
8051,0.0572
51063,0.0381
18013,0.0385
27143,0.0438
48353,0.0482
40023,0.0245
29117,0.0313
45017,0.0394
20011,0.0147
13161,0.0493
19129,0.029
39115,0.0531
40073,0.0419
40035,0.036
51125,0.017
55007,0.027
21225,0.027
51011,0.0337
1029,0.0168
19085,0.0178
54087,0.032
13093,0.0372
13221,0.0413
21191,0.0206
19023,0.0322
26113,0.0633
17139,0.0274
42057,0.0097
8049,0.0461
48255,0.0662
12047,0.066
48003,0.0751
12065,0.0703
55107,0.0284
49037,0.0585
13193,0.0266
17189,0.026
21065,0.0184
17125,0.017
12013,0.0755
13251,0.0409
47033,0.034
48455,0.0482
1075,0.0224
27043,0.0434
13183,0.0317
48351,0.0296
46127,0.0419
19141,0.0241
22013,0.0099
21069,0.0328
21221,0.0285
13191,0.0274
19005,0.044
51685,0.0189
18111,0.044
6051,0.043
31151,0.0494
21123,0.0188
55099,0.0211
5079,0.0688
47153,0.0507
17053,0.0296
48239,0.0535
26039,0.0549
51830,0.0235
51043,0.0184
54031,0.0136
48505,0.0575
40063,0.0715
29039,0.0441
37173,0.0403
48093,0.0487
38079,0.0282
1027,0.0361
27113,0.0639
54089,0.0298
1041,0.0076
13159,0.0422
17061,0.0131
29151,0.0444
21135,0.0271
27159,0.0403
56009,0.0339
48115,0.0652
51690,0.015
17025,0.0365
47015,0.0476
8081,0.0386
5061,0.0299
6105,0.0702
35007,0.0189
47061,0.0439
29067,0.0288
48313,0.0512
21233,0.0272
2150,0.0352
55011,0.0328
48059,0.0492
48487,0.0375
54063,0.0569
21109,0.0714
40099,0.0425
2130,0.0237
37143,-0.0489
18131,0.0357
26141,0.0465
20001,0.0173
21153,0.0706
47161,0.0467
27071,0.0429
51113,0.0185
56015,0.0359
16043,0.0779
19197,0.0185
37187,0.0142
13023,0.0437
5041,0.0283
53051,0.0624
21033,0.029
48343,0.0371
28077,0.021
51111,0.0123
29063,0.041
19007,0.0105
12043,0.051
47007,0.0559
48387,0.0493
18125,0.0484
16041,0.0632
40061,0.0647
18009,0.022
29115,0.0333
51007,0.017
20115,0.0231
48445,0.0414
17123,0.0176
21197,0.015
51037,0.0215
8099,0.0552
19175,0.0266
49027,0.0765
28065,0.0232
21219,0.0334
19075,0.0193
27023,0.0405
19037,0.022
51131,0.0193
51610,0.0376
51133,0.0182
51081,0.0072
37073,0.0293
40107,0.0276
13049,0.0421
19165,0.0225
21061,0.0276
47101,0.0496
51735,0.0246
51183,-0.0121
8007,0.0497
19035,0.0298
13235,0.038
35051,0.0164
8105,0.0446
40011,0.04
54023,0.0312
13149,0.0455
26071,0.0663
5017,0.0183
47039,0.0456
47121,0.0468
21229,0.0266
27033,0.0522
48507,0.0461
56003,0.0453
47087,0.0576
22123,0.0104
21011,0.0146
19119,0.0368
40103,0.0363
12037,0.0365
26085,0.0316
1037,0.0305
48297,0.0556
16073,0.08
38071,0.0628
30089,0.0406
30043,0.0531
51103,0.0129
19115,0.0287
19081,0.0262
1085,0.0136
5109,0.0286
13053,0.0494
21087,0.0241
5127,0.0333
27165,0.0434
22091,0.0312
41049,0.0692
37005,0.0312
40077,0.0263
51057,0.0179
38099,0.0397
26097,0.0644
13005,0.0556
53059,0.0611
31145,0.0527
17035,0.0403
13099,0.0465
13109,0.0402
13043,0.0471
27121,0.0472
16021,0.074
21171,0.0341
51119,0.0151
40069,0.0404
19077,0.0319
26001,0.0418
48379,0.0459
27075,0.0449
19189,0.0235
21187,0.0321
21041,0.0218
19131,0.0425
48077,0.0355
19137,0.0217
18025,0.0314
19069,0.0207
48475,0.0678
18155,0.0399
48159,0.0457
13317,0.0382
37043,0.0234
53043,0.0588
48315,0.0333
40105,0.0381
31037,0.0521
19107,0.0324
48399,0.0477
48031,0.0602
13281,0.0354
54085,0.0356
5105,0.0371
27173,0.0406
5077,0.0176
45005,0.0135
19161,0.0286
18101,0.0451
19063,0.0268
21053,0.0187
48369,0.049
27063,0.0775
29079,0.0298
56035,0.0113
49023,0.0691
16087,0.0537
25019,0.0459
16081,0.0726
29173,0.0431
37103,0.0212
29089,0.0611
22021,0.0318
46019,0.0422
21169,0.0268
13173,0.0418
51049,0.027
8125,0.0704
32033,0.0913
48127,0.0463
20013,0.0306
13167,0.046
37029,0.0243
16085,0.0616
19091,0.0349
29185,0.0439
27151,0.0359
26119,0.0491
27149,0.0772
17079,0.035
27133,0.0548
6049,0.0582
19025,0.0414
20107,0.0343
48429,0.0452
26003,0.0476
31179,0.0483
19089,0.0422
13319,0.0422
13155,0.0538
21149,0.0402
21139,0.0213
5097,0.0328
49029,0.0673
13141,0.0425
29025,0.0379
40085,0.0387
19147,0.0318
20205,0.0199
19073,0.0276
13273,0.0311
21055,0.0193
55041,0.0319
30023,0.045
29033,0.0427
19039,0.02
16009,0.063
13315,0.0427
51159,0.0226
30001,0.0585
19133,0.0386
48043,0.049
49019,0.0666
31137,0.0527
31039,0.0598
31081,0.0478
13209,0.0439
30095,0.0565
22081,0.0355
8019,0.066
48009,0.0409
1063,0.0155
48237,0.0502
35037,0.0328
13289,0.044
5099,0.0169
51115,0.0218
38055,0.0526
29081,0.0451
13287,0.0376
13269,0.0413
19117,0.04
48083,0.0483
12067,0.0821
48405,0.0589
37075,0.021
26013,0.0651
18007,0.0415
29137,0.0465
21223,0.0217
16035,0.0694
19051,0.0363
13197,0.0431
13253,0.0443
27101,0.0449
54075,0.0145
5117,0.0243
27029,0.053
5025,0.0311
56031,0.0408
26135,0.0472
20031,0.0729
21077,0.0242
51620,0.0072
56019,0.0266
21091,0.0401
56043,0.0296
48193,0.0507
18171,0.0497
48425,0.0478
21023,0.0289
26153,0.0648
19053,0.0123
17065,0.0754
4011,0.0885
29061,0.0472
47083,0.055
38057,0.0549
31023,0.0619
13003,0.0513
31101,0.0539
12077,0.0688
13165,0.0453
21143,0.0238
48307,0.0648
8021,0.0589
21007,0.0302
46033,0.0522
54017,0.0403
5129,0.0688
38097,0.0395
5039,0.009
20003,0.0405
48069,0.048
13181,0.0435
40141,0.0234
19135,0.0314
20043,0.0477
16059,0.0746
47135,0.0561
21129,0.0704
29057,0.0376
47169,0.0483
47027,0.0461
20095,0.0199
48437,0.0405
31121,0.0542
47095,0.0284
29041,0.0459
16077,0.0768
13243,0.0409
54071,0.0324
19001,0.0232
54073,0.0296
19195,0.0222
19177,0.032
53019,0.0493
31095,0.023
40093,0.0326
18161,0.0381
55091,0.0294
41023,0.0434
19071,0.0235
41025,0.0548
13309,0.046
48391,0.044
51157,0.0204
8113,0.0448
8065,0.0627
31139,0.0533
5147,0.0255
27073,0.0404
51036,0.0255
48047,0.0618
48175,0.0631
56045,0.0204
54093,-0.0073
21181,0.0389
49025,0.0497
48495,0.076
19093,0.0244
56011,0.0397
51181,0.0333
51678,0.0137
48075,0.0459
16015,0.062
30077,0.052
41063,0.0646
20167,0.0157
50013,0.0277
16029,0.0661
51097,-0.0067
13283,0.0403
13263,0.029
31021,0.0411
22023,0.056
51021,0.0465
47067,0.05
21075,0.0214
13065,0.048
26131,0.0675
32027,0.0925
29211,0.014
8055,0.0491
13037,0.0448
8103,0.0471
27167,0.0553
8011,0.0657
31099,0.0511
40067,0.0286
19143,0.0244
42113,0.0428
19185,0.0197
29205,0.0318
47127,0.0497
19173,0.0382
50009,0.0241
40033,0.0334
48065,0.0451
30073,0.0583
31167,0.0529
18115,0.0285
13201,0.0469
19009,0.0126
8109,0.0569
20143,0.0382
30099,0.0591
48107,0.0264
13259,0.0388
27051,0.0508
17155,0.0169
17175,0.0129
16007,0.0776
51595,0.0187
40029,0.0504
55051,0.0253
46057,0.0371
27081,0.0507
13301,0.0197
8025,0.0634
30015,0.051
37095,0.0319
32015,0.1061
46087,0.0723
30007,0.055
47175,0.0618
8073,0.0698
8047,0.0648
38049,0.0758
5013,0.0445
32017,0.0937
27011,0.0372
22107,0.0247
48119,0.0498
16063,0.0701
51045,0.0394
27031,0.0404
19159,0.0359
21039,0.024
47137,0.0448
13249,0.0603
48333,0.0951
21105,0.0264
36041,0.0382
56017,0.0223
48317,0.0744
32021,0.1001
40053,0.0524
8091,0.0462
55037,0.0477
37177,0.0176
48103,0.0706
16037,0.0783
16071,0.0841
8027,0.0544
30061,0.0414
40045,0.0437
27077,0.0588
13101,0.0587
32029,0.0831
53069,0.0599
16003,0.0828
51720,0.0294
16061,0.0665
31181,0.0494
8009,0.0564
48129,0.0402
30097,0.0607
27155,0.0694
38029,0.0548
13007,0.0471
48383,0.0766
6091,0.0493
13061,0.0261
13125,0.068
30039,0.0472
40057,0.0272
13307,0.0426
31133,0.0521
31063,0.0441
13239,0.0349
8115,0.0503
53023,0.0783
49033,0.0741
26083,0.0612
8033,0.053
32011,0.0874
48011,0.0443
41021,0.0764
8017,0.0785
41055,0.0706
13265,0.0353
8061,0.0732
8057,0.036
6003,0.038
16025,0.0395
49009,0.0827
8111,0.0313
